team1,team2,venue,toss_winner,toss_decision,team1_wins,team1_losses,team2_wins,team2_losses,h2h_team1_wins,h2h_team2_wins,team1_form,team2_form,home_team,winner
Mumbai Indians,Gujarat Titans,Rajiv Gandhi International Stadium,Gujarat Titans,bat,60,40,40,60,7,3,3,1,Gujarat Titans,Mumbai Indians
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,52,48,47,53,7,3,5,3,Rajasthan Royals,Kolkata Knight Riders
Lucknow Super Giants,Kolkata Knight Riders,Wankhede Stadium,Kolkata Knight Riders,field,67,33,54,46,7,3,5,4,Kolkata Knight Riders,Lucknow Super Giants
Lucknow Super Giants,Gujarat Titans,Arun Jaitley Stadium,Gujarat Titans,bat,76,24,46,54,4,6,5,5,Gujarat Titans,Gujarat Titans
Mumbai Indians,Chennai Super Kings,Sawai Mansingh Stadium,Chennai Super Kings,field,65,35,48,52,3,7,3,4,Chennai Super Kings,Chennai Super Kings
Gujarat Titans,Delhi Capitals,Sawai Mansingh Stadium,Delhi Capitals,field,55,45,41,59,6,4,4,1,Gujarat Titans,Gujarat Titans
Lucknow Super Giants,Kolkata Knight Riders,M. A. Chidambaram Stadium,Lucknow Super Giants,bat,58,42,46,54,6,4,3,5,Kolkata Knight Riders,Lucknow Super Giants
Royal Challengers Bangalore,Rajasthan Royals,Wankhede Stadium,Royal Challengers Bangalore,bat,59,41,50,50,4,6,4,3,Royal Challengers Bangalore,Royal Challengers Bangalore
Delhi Capitals,Gujarat Titans,Punjab Cricket Association IS Bindra Stadium,Delhi Capitals,bat,68,32,73,27,3,7,5,5,Delhi Capitals,Delhi Capitals
Sunrisers Hyderabad,Punjab Kings,M. Chinnaswamy Stadium,Punjab Kings,field,57,43,77,23,4,6,1,1,Sunrisers Hyderabad,Punjab Kings
Kolkata Knight Riders,Gujarat Titans,Wankhede Stadium,Gujarat Titans,field,54,46,43,57,7,3,2,1,Gujarat Titans,Kolkata Knight Riders
Gujarat Titans,Delhi Capitals,Sawai Mansingh Stadium,Gujarat Titans,field,78,22,76,24,3,7,2,4,Gujarat Titans,Delhi Capitals
Punjab Kings,Sunrisers Hyderabad,Wankhede Stadium,Sunrisers Hyderabad,field,74,26,41,59,3,7,4,5,Punjab Kings,Sunrisers Hyderabad
Chennai Super Kings,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,field,62,38,70,30,3,7,5,3,Chennai Super Kings,Sunrisers Hyderabad
Mumbai Indians,Chennai Super Kings,Rajiv Gandhi International Stadium,Chennai Super Kings,bat,78,22,67,33,4,6,3,4,Chennai Super Kings,Chennai Super Kings
Sunrisers Hyderabad,Royal Challengers Bangalore,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,bat,56,44,73,27,4,6,5,4,Sunrisers Hyderabad,Sunrisers Hyderabad
Rajasthan Royals,Delhi Capitals,M. Chinnaswamy Stadium,Delhi Capitals,bat,55,45,76,24,5,5,3,3,Delhi Capitals,Delhi Capitals
Delhi Capitals,Lucknow Super Giants,Sawai Mansingh Stadium,Delhi Capitals,field,70,30,56,44,5,5,5,5,Delhi Capitals,Lucknow Super Giants
Lucknow Super Giants,Sunrisers Hyderabad,Eden Gardens,Lucknow Super Giants,bat,79,21,58,42,7,3,4,4,Lucknow Super Giants,Lucknow Super Giants
